 Njbin | Nbbin | Nmumu |  Nee  | Nb/0b   | stat | MC stat | syst+ | syst- | sysKin | sysPur
 3-4  |    0     |   578.0  |498.0 | 1.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0 | 0.0
 3-4  |    0     |   130.0  |104.0 | 1.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0 | 0.0
 3-4  |    0     |   9.0  |9.0 | 1.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0 | 0.0
 3-4  |    0     |   379.0  |284.0 | 1.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0 | 0.0
 3-4  |    0     |   99.0  |94.0 | 1.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0 | 0.0
 3-4  |    0     |   10.0  |5.0 | 1.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0 | 0.0
 3-4  |    0     |   225.0  |200.0 | 1.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0 | 0.0
 3-4  |    0     |   228.0  |194.0 | 1.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0 | 0.0
 3-4  |    0     |   16.0  |9.0 | 1.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0 | 0.0
 3-4  |    0     |   96.0  |82.0 | 1.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0 | 0.0
 3-4  |    0     |   8.0  |3.0 | 1.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0 | 0.0
 3-4  |    0     |   12.0  |12.0 | 1.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0 | 0.0
 3-4  |    0     |   1.0  |2.0 | 1.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0 | 0.0
 3-4  |    1     |   100.0  |73.0 | 0.183238089085 | 0.0574468316046 | 0.0 | 0.0 | 0.0 | 0.07 | 0.0384319229588
 3-4  |    1     |   30.0  |11.0 | 0.172946795821 | 0.0574468316046 | 0.0 | 0.0 | 0.0 | 0.07 | 0.0384319229588
 3-4  |    1     |   3.0  |2.0 | 0.179776698351 | 0.0574468316046 | 0.0 | 0.0 | 0.0 | 0.07 | 0.0384319229588
 3-4  |    1     |   59.0  |51.0 | 0.16805793345 | 0.0574468316046 | 0.0 | 0.0 | 0.0 | 0.07 | 0.0384319229588
 3-4  |    1     |   17.0  |24.0 | 0.177510768175 | 0.0574468316046 | 0.0 | 0.0 | 0.0 | 0.07 | 0.0384319229588
