 Njbin | Nbbin | Nmumu |  Nee  | Nb/0b   | stat | MC stat | syst+ | syst- | sysKin | sysPur
 9+   |   >=3    |   0.0  |0.0 | 0.0826215744019 | 1.00664459137 | 0.697239196152 | 0.589862346649 | 0.424213647842 | 0.2 | 0.0766880888107
 9+   |   >=3    |   0.0  |0.0 | 0.0826215744019 | 1.00664459137 | 0.697239196152 | 0.589862346649 | 0.424213647842 | 0.2 | 0.0766880888107
 9+   |   >=3    |   0.0  |0.0 | 0.0826215744019 | 1.00664459137 | 0.697239196152 | 0.589862346649 | 0.424213647842 | 0.2 | 0.0766880888107
 9+   |   >=3    |   0.0  |0.0 | 0.0826215744019 | 1.00664459137 | 0.697239196152 | 0.589862346649 | 0.424213647842 | 0.2 | 0.0766880888107
 9+   |   >=3    |   0.0  |0.0 | 0.0826215744019 | 1.00664459137 | 0.697239196152 | 0.589862346649 | 0.424213647842 | 0.2 | 0.0766880888107
 9+   |   >=3    |   0.0  |0.0 | 0.0826215744019 | 1.00664459137 | 0.697239196152 | 0.589862346649 | 0.424213647842 | 0.2 | 0.0766880888107
 9+   |   >=3    |   0.0  |0.0 | 0.0826215744019 | 1.00664459137 | 0.697239196152 | 0.589862346649 | 0.424213647842 | 0.2 | 0.0766880888107
 9+   |   >=3    |   0.0  |0.0 | 0.0826215744019 | 1.00664459137 | 0.697239196152 | 0.589862346649 | 0.424213647842 | 0.2 | 0.0766880888107
 9+   |   >=3    |   0.0  |0.0 | 0.0826215744019 | 1.00664459137 | 0.697239196152 | 0.589862346649 | 0.424213647842 | 0.2 | 0.0766880888107
 9+   |   >=3    |   0.0  |0.0 | 0.0826215744019 | 1.00664459137 | 0.697239196152 | 0.589862346649 | 0.424213647842 | 0.2 | 0.0766880888107
 9+   |   >=3    |   0.0  |0.0 | 0.0826215744019 | 1.00664459137 | 0.697239196152 | 0.589862346649 | 0.424213647842 | 0.2 | 0.0766880888107
 9+   |   >=3    |   0.0  |0.0 | 0.0826215744019 | 1.00664459137 | 0.697239196152 | 0.589862346649 | 0.424213647842 | 0.2 | 0.0766880888107
